,sentence,Word,NER
11637,571,I,O
11638,571,see,O
11639,571,u,O
11640,571,tonite,O
11641,571,:),O
11643,572,Quick,O
11644,572,Question,O
11645,572,:,O
11646,572,Chink-A-Link,O
11647,572,Have,O
11648,572,You,O
11649,572,Ever,O
11650,572,Scratched,O
11651,572,Before,O
11652,572,?,O
11653,572,Lls,O
11655,573,@FerLiebe,O
11656,573,:D,O
11657,573,how,O
11658,573,is,O
11659,573,fer,O
11660,573,today,O
11661,573,??,O
11663,574,Sooo,O
11664,574,plans,O
11665,574,for,O
11666,574,tomorrow,O
11667,574,night,O
11668,574,?,O
11669,574,I,O
11670,574,gotta,O
11671,574,do,O
11672,574,something,O
11673,574,.,O
11674,574,I,O
11675,574,need,O
11676,574,a,O
11677,574,night,O
11678,574,out,O
11679,574,.,O
11681,575,RT,O
11682,575,IF,O
11683,575,U,O
11684,575,GETTN,O
11685,575,FUCKED,O
11686,575,UP,O
11687,575,TONIGHT,O
11688,575,....,O
11690,576,argh,O
11691,576,my,O
11692,576,hands,O
11693,576,are,O
11694,576,dying,O
11695,576,.,O
11696,576,i,O
11697,576,definitely,O
11698,576,need,O
11699,576,to,O
11700,576,take,O
11701,576,gloves,O
11702,576,next,O
11703,576,time,O
11704,576,.,O
11706,577,@planetjedward,O
11707,577,were,O
11708,577,'s,O
11709,577,John,B-person
11710,577,and,O
11711,577,Edward,B-person
11712,577,...,O
11713,577,there,O
11714,577,Tweets,O
11715,577,make,O
11716,577,my,O
11717,577,day,O
11718,577,...,O
11719,577,now,O
11720,577,what,O
11721,577,am,O
11722,577,i,O
11723,577,supposed,O
11724,577,to,O
11725,577,do,O
11726,577,:',O
11727,577,(,O
11728,577,COME,O
11729,577,BACK,O
11730,577,TO,O
11731,577,USSS,O
11732,577,&lt;,O
11733,577,3,O
11735,578,It,O
11736,578,'s,O
11737,578,Friday,O
11738,578,...,O
11739,578,and,O
11740,578,it,O
11741,578,'s,O
11742,578,ScuttleButton,O
11743,578,time,O
11744,578,!,O
11745,578,http://tinyurl.com/39tkyfh,O
11747,579,Analogy,O
11748,579,time,O
11749,579,!,O
11750,579,Loyola,B-location
11751,579,Chicago,B-location
11752,579,:,O
11753,579,Alexei,B-person
11754,579,::,O
11755,579,Philadelphia,B-group
11756,579,Eagles,I-group
11757,579,:,O
11758,579,Donovan,B-person
11759,579,McNabb,I-person
11760,579,(,O
11761,579,even,O
11762,579,b4,O
11763,579,the,O
11764,579,trade),O
11765,579,.,O
11766,579,#nfl,O
11767,579,#fb,O
11769,580,@lessafelipe,O
11770,580,Vai,O
11771,580,no,O
11772,580,Garotos,O
11773,580,Podres,O
11774,580,+,O
11775,580,No,O
11776,580,Milk,O
11777,580,Today,O
11778,580,hoje,O
11779,580,?,O
11781,581,@CoryFerrari,O
11782,581,test,O
11783,581,came,O
11784,581,out,O
11785,581,positive,O
11786,581,?,O
11787,581,Sorry,O
11788,581,lil,O
11789,581,buddy,O
11790,581,.....,O
11791,581,At,O
11792,581,least,O
11793,581,medicine,O
11794,581,these,O
11795,581,days,O
11796,581,can,O
11797,581,keep,O
11798,581,it,O
11799,581,in,O
11800,581,control,O
11801,581,.,O
11803,582,Don't,O
11804,582,forget,O
11805,582,to,O
11806,582,come,O
11807,582,and,O
11808,582,see,O
11809,582,us,O
11810,582,at,O
11811,582,the,O
11812,582,football,O
11813,582,game,O
11814,582,tomorrow,O
11815,582,afternoon,O
11816,582,!,O
11817,582,Go,O
11818,582,Reivers,B-group
11819,582,!,O
11821,583,RT,O
11822,583,@ItsROWEtime,O
11823,583,:,O
11824,583,Y,O
11825,583,does,O
11826,583,Pinky,B-person
11827,583,have,O
11828,583,a,O
11829,583,music,O
11830,583,video,O
11831,583,?,O
11832,583,Thats,O
11833,583,3,O
11834,583,porn,O
11835,583,star,O
11836,583,rappers,O
11837,583,in,O
11838,583,the,O
11839,583,last,O
11840,583,month,O
11841,583,.,O
11842,583,This,O
11843,583,is,O
11844,583,y,O
11845,583,rap,O
11846,583,is,O
11847,583,doing,O
11848,583,so,O
11849,583,bad,O
11850,583,",",O
11851,583,ppl,O
11852,583,actual,O
11853,583,...,O
11855,584,EVENT,O
11856,584,--,O
11857,584,&gt;,O
11858,584,http://schmap.it/bP7bEZ,O
11859,584,-,O
11860,584,Tonight,O
11861,584,at,O
11862,584,Primal,B-location
11863,584,Its,O
11864,584,@Roscoedash,O
11865,584,",",O
11866,584,&amp;,O
11867,584,@DJDrama,O
11868,584,Taking,O
11869,584,Over,O
11870,584,!,O
11871,584,TxT,O
11872,584,Names,O
11873,584,to,O
11874,584,678-223-3699,O
11875,584,by,O
11876,584,6:59,O
11877,584,pm,O
11879,585,Buffs,O
11880,585,FB,O
11881,585,:,O
11882,585,Giddings,B-location
11883,585,faces,O
11884,585,Elgin,B-location
11885,585,tonite,O
11886,585,@,O
11887,585,Wildcat,B-location
11888,585,Stadium,I-location
11889,585,@,O
11890,585,7:30,O
11891,585,.,O
11892,585,The,B-group
11893,585,Buffs,I-group
11894,585,will,O
11895,585,try,O
11896,585,to,O
11897,585,re-group,O
11898,585,after,O
11899,585,two,O
11900,585,straight,O
11901,585,losses,O
11902,585,.,O
11903,585,Updates,O
11904,585,on,O
11905,585,LCL,B-corporation
11907,586,@robbieanthony87,O
11908,586,yey,O
11909,586,:D,O
11910,586,thank,O
11911,586,you,O
11912,586,so,O
11913,586,much,O
11914,586,.,O
11915,586,How're,O
11916,586,you,O
11917,586,?,O
11918,586,I,O
11919,586,proper,O
11920,586,need,O
11921,586,a,O
11922,586,day,O
11923,586,in,O
11924,586,town,O
11925,586,shopping,O
11926,586,haha,O
11927,586,xx,O
11929,587,EuroVPS,B-corporation
11930,587,celebrates,O
11931,587,its,O
11932,587,6,O
11933,587,Year,O
11934,587,Anniversary,O
11935,587,with,O
11936,587,special,O
11937,587,Promotion,O
11938,587,.,O
11939,587,Buy,O
11940,587,1,O
11941,587,VPS,O
11942,587,and,O
11943,587,get,O
11944,587,a,O
11945,587,second,O
11946,587,VPS,O
11947,587,FREE,O
11948,587,!,O
11949,587,http://fb.me/FZAfqgWn,O
11951,588,Damn,O
11952,588,.,O
11953,588,Is,O
11954,588,he,O
11955,588,in,O
11956,588,town,O
11957,588,tonite,O
11958,588,?,O
11960,589,Am,O
11961,589,thinking,O
11962,589,i,O
11963,589,may,O
11964,589,steal,O
11965,589,this,O
11966,589,awesome,O
11967,589,idea,O
11968,589,from,O
11969,589,@TheFrontBurner,O
11970,589,http://j.mp/dBTwTr,O
11971,589,.,O
11972,589,I,O
11973,589,think,O
11974,589,it,O
11975,589,would,O
11976,589,be,O
11977,589,awesome,O
11978,589,in,O
11979,589,our,O
11980,589,stairwells,O
11981,589,!,O
11983,590,@XrisLastRights,O
11984,590,yep,O
11985,590,well,O
11986,590,..,O
11987,590,i,O
11988,590,know,O
11989,590,mcfly,B-person
11990,590,told,O
11991,590,me,O
11992,590,they,O
11993,590,were,O
11994,590,going,O
11995,590,to,O
11996,590,come,O
11997,590,back,O
11998,590,here,O
11999,590,when,O
12000,590,i,O
12001,590,met,O
12002,590,em,O
12003,590,',O
12004,590,but,O
12005,590,anyway,O
12006,590,:),O
12007,590,so,O
12008,590,",",O
12009,590,how,O
12010,590,was,O
12011,590,your,O
12012,590,day,O
12013,590,?,O
12015,591,-Been,O
12016,591,Sore,O
12017,591,For,O
12018,591,The,O
12019,591,Past,O
12020,591,Days,O
12021,591,From,O
12022,591,Workin,O
12023,591,Out,O
12024,591,.,O
12026,592,what,O
12027,592,to,O
12028,592,do,O
12029,592,",",O
12030,592,what,O
12031,592,to,O
12032,592,do,O
12033,592,...,O
12034,592,gross,O
12035,592,sushi,O
12036,592,for,O
12037,592,dinner,O
12038,592,but,O
12039,592,time,O
12040,592,with,O
12041,592,family,O
12042,592,from,O
12043,592,delaware,B-location
12044,592,",",O
12045,592,or,O
12046,592,leftover,O
12047,592,pizza,O
12048,592,and,O
12049,592,alone,O
12050,592,time,O
12051,592,to,O
12052,592,write,O
12053,592,and,O
12054,592,relax,O
12055,592,.,O
12057,593,RT,O
12058,593,@NAT3OH3,O
12059,593,:,O
12060,593,VMB,B-group
12061,593,awards,O
12062,593,last,O
12063,593,night,O
12064,593,were,O
12065,593,super,O
12066,593,fun,O
12067,593,-,O
12068,593,we,O
12069,593,won,O
12070,593,best,O
12071,593,bossa,O
12072,593,nova,O
12073,593,act,O
12074,593,!,O
12075,593,off,O
12076,593,to,O
12077,593,HSBC,B-location
12078,593,center,I-location
12079,593,to,O
12080,593,soundcheck,O
12081,593,for,O
12082,593,epic,O
12083,593,show,O
12084,593,tonight,O
12085,593,..,O
12086,593,...,O
12088,594,I,O
12089,594,wished,O
12090,594,I'd,O
12091,594,school,O
12092,594,tomorrow,O
12093,594,so,O
12094,594,I,O
12095,594,could,O
12096,594,get,O
12097,594,outta,O
12098,594,this,O
12099,594,house,O
12100,594,.,O
12102,595,@SITSGirls,O
12103,595,would,O
12104,595,have,O
12105,595,started,O
12106,595,mine,O
12107,595,a,O
12108,595,year,O
12109,595,earlier-,O
12110,595,2002ish,O
12111,595,",",O
12112,595,when,O
12113,595,I,O
12114,595,first,O
12115,595,got,O
12116,595,to,O
12117,595,college,O
12119,596,@_Flik_,O
12120,596,awww,O
12121,596,he,O
12122,596,'s,O
12123,596,in,O
12124,596,the,O
12125,596,rocky,B-creative-work
12126,596,horror,I-creative-work
12127,596,show,I-creative-work
12128,596,next,O
12129,596,week,O
12130,596,which,O
12131,596,means,O
12132,596,he,O
12133,596,'s,O
12134,596,gotta,O
12135,596,wear,O
12136,596,stockings,O
12137,596,an,O
12138,596,suspenders,O
12139,596,lol,O
12140,596,:P,O
12142,597,Thanks,O
12143,597,to,O
12144,597,all,O
12145,597,who,O
12146,597,tuned,O
12147,597,in,O
12148,597,to,O
12149,597,my,O
12150,597,show,O
12151,597,on,O
12152,597,http://kplu.org,O
12153,597,the,O
12154,597,last,O
12155,597,two,O
12156,597,days,O
12157,597,.,O
12158,597,Ending,O
12159,597,with,O
12160,597,Herbie,B-person
12161,597,&amp;,O
12162,597,Freddie,B-person
12163,597,!,O
12165,598,@RealWendyHall,O
12166,598,@piccoz,O
12167,598,It,O
12168,598,didn't,O
12169,598,stop,O
12170,598,me,O
12171,598,when,O
12172,598,there,O
12173,598,was,O
12174,598,4,O
12175,598,of,O
12176,598,yous,O
12177,598,at,O
12178,598,me,O
12179,598,!!!,O
12180,598,Quite,O
12181,598,enjoyed,O
12182,598,it,O
12183,598,tbh,O
12184,598,!!!,O
12185,598,Lol,O
12187,599,3,O
12188,599,tour,O
12189,599,coaches,O
12190,599,with,O
12191,599,a,O
12192,599,police,O
12193,599,escort,O
12194,599,in,O
12195,599,Chapel,B-location
12196,599,Hill,I-location
12197,599,...,O
12198,599,game,O
12199,599,tonight,O
12200,599,?,O
12202,600,Our,O
12203,600,Favorite,O
12204,600,YouTube,B-corporation
12205,600,Videos,O
12206,600,This,O
12207,600,Week,O
12208,600,:,O
12209,600,The,O
12210,600,Drama,O
12211,600,Edition,O
12212,600,http://dlvr.it/5RfHy,O
12214,601,Small,O
12215,601,Biz,O
12216,601,Tech,O
12217,601,Tour,O
12218,601,2010,O
12219,601,Launches,O
12220,601,Five,O
12221,601,City,O
12222,601,Tour,O
12223,601,MONTCLAIR,B-location
12224,601,N.J.,B-location
12225,601,...:,O
12226,601,The,O
12227,601,all,O
12228,601,day,O
12229,601,event,O
12230,601,features,O
12231,601,America's...,O
12232,601,http://tinyurl.com/28hd9fu,O
12233,601,#fb,O
12235,602,WIN,O
12236,602,FREE,O
12237,602,PAMPERS,B-corporation
12238,602,FOR,O
12239,602,A,O
12240,602,YEAR,O
12241,602,!!!,O
12242,602,And,O
12243,602,more,O
12244,602,...,O
12245,602,http://nblo.gs/80qJu,O
12247,603,Preventing,O
12248,603,Public,O
12249,603,Health,O
12250,603,Disasters,O
12251,603,[,O
12252,603,The,O
12253,603,Pump,O
12254,603,Handle],O
12255,603,:,O
12256,603,Earlier,O
12257,603,this,O
12258,603,week,O
12259,603,",",O
12260,603,FDA,B-group
12261,603,Commissioner,O
12262,603,Margaret,B-person
12263,603,Hamburg,I-person
12264,603,present,O
12265,603,...,O
12266,603,http://bit.ly/9i1AEg,O
12268,604,RT,O
12269,604,@robmoysey,O
12270,604,Eyeopener,B-group
12271,604,vs,O
12272,604,.,O
12273,604,Ryerson,B-group
12274,604,Quidditch,I-group
12275,604,team,I-group
12276,604,this,O
12277,604,Sunday,O
12278,604,at,O
12279,604,4,O
12280,604,p.m.,O
12281,604,Anyone,O
12282,604,know,O
12283,604,where,O
12284,604,to,O
12285,604,get,O
12286,604,cheap,O
12287,604,brooms,O
12288,604,?,O
12289,604,#Ryerson,O
12290,604,@RUQuidditch,O
12291,604,#Rams,O
12293,605,RT,O
12294,605,@ZodiacFacts,O
12295,605,:,O
12296,605,#ZodiacFacts,O
12297,605,As,O
12298,605,an,O
12299,605,#Aries,O
12300,605,romance,O
12301,605,is,O
12302,605,n't,O
12303,605,about,O
12304,605,what,O
12305,605,you,O
12306,605,'re,O
12307,605,after,O
12308,605,--,O
12309,605,it,O
12310,605,'s,O
12311,605,about,O
12312,605,taking,O
12313,605,chances,O
12314,605,",",O
12315,605,exploring,O
12316,605,and,O
12317,605,keeping,O
12318,605,an,O
12319,605,...,O
12321,606,I,O
12322,606,have,O
12323,606,lost,O
12324,606,everything,O
12325,606,importing,O
12326,606,in,O
12327,606,my,O
12328,606,life,O
12329,606,within,O
12330,606,the,O
12331,606,past,O
12332,606,week,O
12333,606,anything,O
12334,606,that,O
12335,606,i,O
12336,606,loved,O
12337,606,is,O
12338,606,now,O
12339,606,gone,O
12341,607,RT,O
12342,607,@SonyElectronics,O
12343,607,:,O
12344,607,Sony/Bud,O
12345,607,Light,O
12346,607,3D,O
12347,607,tailgate,O
12348,607,parties,O
12349,607,on,O
12350,607,Saturday,O
12351,607,-,O
12352,607,Clemson,B-location
12353,607,party,O
12354,607,at,O
12355,607,http://bit.ly/cds8Pd,O
12356,607,;,O
12357,607,Auburn,B-location
12358,607,party,O
12359,607,at,O
12360,607,http://bit,O
12361,607,.,O
12362,607,...,O
12364,608,RT,O
12365,608,@kanyewest,O
12366,608,:,O
12367,608,You,O
12368,608,basically,O
12369,608,can,O
12370,608,say,O
12371,608,anything,O
12372,608,to,O
12373,608,someone,O
12374,608,on,O
12375,608,an,O
12376,608,email,O
12377,608,or,O
12378,608,text,O
12379,608,as,O
12380,608,long,O
12381,608,as,O
12382,608,you,O
12383,608,put,O
12384,608,LOL,O
12385,608,at,O
12386,608,the,O
12387,608,end,O
12389,609,@Zerinaakers,O
12390,609,talking,O
12391,609,about,O
12392,609,as,O
12393,609,far,O
12394,609,as,O
12395,609,shooting,O
12396,609,for,O
12397,609,location,O
12398,609,its,O
12399,609,going,O
12400,609,to,O
12401,609,be,O
12402,609,on,O
12403,609,#Vh1,B-corporation
12404,609,so,O
12405,609,by,O
12406,609,the,O
12407,609,end,O
12408,609,of,O
12409,609,the,O
12410,609,month,O
12411,609,i,O
12412,609,should,O
12413,609,know,O
12414,609,something,O
12416,610,I,O
12417,610,'ve,O
12418,610,got,O
12419,610,a,O
12420,610,theory,O
12421,610,that,O
12422,610,if,O
12423,610,you,O
12424,610,give,O
12425,610,100%,O
12426,610,all,O
12427,610,of,O
12428,610,the,O
12429,610,time,O
12430,610,",",O
12431,610,somehow,O
12432,610,things,O
12433,610,will,O
12434,610,work,O
12435,610,out,O
12436,610,in,O
12437,610,the,O
12438,610,end,O
12439,610,.,O
12440,610,-Larry,B-person
12441,610,Bird,I-person
12443,611,@bendingoutward,O
12444,611,What,O
12445,611,about,O
12446,611,the,O
12447,611,site,O
12448,611,could,O
12449,611,be,O
12450,611,changed,O
12451,611,in,O
12452,611,order,O
12453,611,to,O
12454,611,reduce,O
12455,611,the,O
12456,611,time,O
12457,611,required,O
12458,611,for,O
12459,611,you,O
12460,611,to,O
12461,611,provide,O
12462,611,solutions,O
12463,611,?,O
12465,612,@winashbrown,O
12466,612,If,O
12467,612,that,O
12468,612,auto,O
12469,612,URL,O
12470,612,shortening,O
12471,612,could,O
12472,612,work,O
12473,612,I,O
12474,612,might,O
12475,612,stick,O
12476,612,with,O
12477,612,SD2,B-product
12478,612,for,O
12479,612,a,O
12480,612,while,O
12481,612,-,O
12482,612,that,O
12483,612,saves,O
12484,612,me,O
12485,612,3,O
12486,612,or,O
12487,612,4,O
12488,612,steps,O
12489,612,when,O
12490,612,I,O
12491,612,am,O
12492,612,tweeting,O
12493,612,links,O
12495,613,Kk,O
12496,613,its,O
12497,613,22:48,O
12498,613,friday,O
12499,613,nyt,O
12500,613,:D,O
12501,613,really,O
12502,613,tired,O
12503,613,so,O
12504,613,imma,O
12505,613,go,O
12506,613,to,O
12507,613,sleep,O
12508,613,:),O
12509,613,good,O
12510,613,nyt,O
12511,613,x,O
12512,613,god,O
12513,613,bles,O
12514,613,xxxxx,O
12516,614,And,O
12517,614,now,O
12518,614,the,O
12519,614,wait,O
12520,614,til,O
12521,614,the,O
12522,614,games,O
12523,614,get,O
12524,614,started,O
12525,614,for,O
12526,614,the,O
12527,614,day,O
12528,614,.,O
12530,615,belles,B-location
12531,615,mansion,I-location
12532,615,4,O
12533,615,bday,O
12534,615,dinner,O
12535,615,.,O
12536,615,eventhough,O
12537,615,its,O
12538,615,a,O
12539,615,day,O
12540,615,early,O
12541,615,.,O
12542,615,*N*I*K*K*I*,O
12544,616,Kahlua,B-product
12545,616,&lt;,O
12546,616,Coffee,B-product
12547,616,over,O
12548,616,looking,O
12549,616,the,O
12550,616,lake,O
12551,616,is,O
12552,616,just,O
12553,616,what,O
12554,616,the,O
12555,616,doctor,O
12556,616,ordered,O
12557,616,....,O
12558,616,hope,O
12559,616,everyone,O
12560,616,has,O
12561,616,a,O
12562,616,great,O
12563,616,Friday,O
12564,616,night,O
12565,616,!,O
12567,617,I,O
12568,617,just,O
12569,617,took,O
12570,617,"""",O
12571,617,After,O
12572,617,getting,O
12573,617,trampled,O
12574,617,at,O
12575,617,a,O
12576,617,Justin,B-person
12577,617,Bieber,I-person
12578,617,concert,O
12579,617,",",O
12580,617,yoiu,O
12581,617,wake,O
12582,617,up,O
12583,617,and,O
12584,617,"...""",O
12585,617,and,O
12586,617,got,O
12587,617,:,O
12588,617,Part,O
12589,617,6,O
12590,617,:),O
12591,617,!,O
12592,617,Try,O
12593,617,it,O
12594,617,:,O
12595,617,http://tinyurl.com/26zeju5,O
12597,618,Gotta,O
12598,618,love,O
12599,618,the,O
12600,618,bumper,O
12601,618,stickers,O
12602,618,of,O
12603,618,Fayette,B-location
12604,618,County,I-location
12605,618,:,O
12606,618,"""",O
12607,618,Ever,O
12608,618,wonder,O
12609,618,if,O
12610,618,there,O
12611,618,is,O
12612,618,life,O
12613,618,after,O
12614,618,death,O
12615,618,?,O
12616,618,Touch,O
12617,618,my,O
12618,618,truck,O
12619,618,and,O
12620,618,'ll,O
12621,618,find,O
12622,618,out,O
12623,618,".""",O
12625,619,Going,O
12626,619,to,O
12627,619,start,O
12628,619,#HelloMornings,O
12629,619,on,O
12630,619,Oct,O
12631,619,1,O
12632,619,-,O
12633,619,Check,O
12634,619,it,O
12635,619,out,O
12636,619,on,O
12637,619,@michellebygrace,O
12639,620,Pick,O
12640,620,up,O
12641,620,here,O
12642,620,.,O
12643,620,Deliver,O
12644,620,on,O
12645,620,Dayton,B-location
12646,620,NJ,I-location
12647,620,tomorrow,O
12648,620,(@,O
12649,620,Ball,B-corporation
12650,620,Metal,I-corporation
12651,620,Container,I-corporation
12652,620,),O
12654,621,RT,O
12655,621,@Mickey__Rourke,O
12656,621,:,O
12657,621,58,O
12658,621,years,O
12659,621,ago,O
12660,621,today,O
12661,621,I,O
12662,621,tumbled,O
12663,621,from,O
12664,621,my,O
12665,621,mother,O
12666,621,'s,O
12667,621,womb,O
12668,621,with,O
12669,621,a,O
12670,621,cigarette,O
12671,621,in,O
12672,621,my,O
12673,621,mouth,O
12674,621,and,O
12675,621,a,O
12676,621,chihuahua,O
12677,621,puppy,O
12678,621,under,O
12679,621,each,O
12680,621,arm,O
12681,621,...,O
12683,622,No,O
12684,622,I,O
12685,622,'m,O
12686,622,not,O
12687,622,saying,O
12688,622,I,O
12689,622,'m,O
12690,622,sorry,O
12691,622,One,O
12692,622,day,O
12693,622,",",O
12694,622,maybe,O
12695,622,'ll,O
12696,622,meet,O
12697,622,again,O
12698,622,No,O
12699,622,No,O
12700,622,No,O
12701,622,No,O
12702,622,(,O
12703,622,8,O
12704,622,),O
12706,623,Companies,O
12707,623,fixing,O
12708,623,a,O
12709,623,problem,O
12710,623,that,O
12711,623,'s,O
12712,623,wholly,O
12713,623,their,O
12714,623,fault,O
12715,623,and,O
12716,623,calling,O
12717,623,it,O
12718,623,a,O
12719,623,"""",O
12720,623,one-time,O
12721,623,courtesy,O
12722,623,"""",O
12723,623,is,O
12724,623,insult,O
12725,623,to,O
12726,623,injury,O
12727,623,.,O
12728,623,They,O
12729,623,'re,O
12730,623,clearly,O
12731,623,not,O
12732,623,sorry,O
12733,623,!,O
12735,624,Do,O
12736,624,n't,O
12737,624,Have,O
12738,624,Time,O
12739,624,To,O
12740,624,Stop,O
12741,624,In,O
12742,624,???,O
12743,624,Then,O
12744,624,",",O
12745,624,Check,O
12746,624,Out,O
12747,624,Our,O
12748,624,Quick,O
12749,624,Full,O
12750,624,Service,O
12751,624,Drive,O
12752,624,Thru,O
12753,624,Window,O
12754,624,:),O
12756,625,today,O
12757,625,seems,O
12758,625,like,O
12759,625,a,O
12760,625,good,O
12761,625,day,O
12762,625,to,O
12763,625,chill,O
12764,625,:),O
12766,626,I,O
12767,626,am,O
12768,626,living,O
12769,626,my,O
12770,626,dream,O
12771,626,",",O
12772,626,winning,O
12773,626,at,O
12774,626,life,O
12775,626,and,O
12776,626,being,O
12777,626,respected,O
12778,626,for,O
12779,626,every,O
12780,626,thing,O
12781,626,I,O
12782,626,do,O
12783,626,.,O
12784,626,And,O
12785,626,its,O
12786,626,about,O
12787,626,fucking,O
12788,626,time,O
12789,626,.,O
12790,626,#dontsettle,O
12791,626,#EVER,O
12793,627,@toukie_s,O
12794,627,i'mgoing,O
12795,627,to,O
12796,627,sleep,O
12797,627,",",O
12798,627,not,O
12799,627,feeling,O
12800,627,very,O
12801,627,well,O
12802,627,",",O
12803,627,see,O
12804,627,you,O
12805,627,tomorrow,O
12807,628,Soulja,B-person
12808,628,Boy,I-person
12809,628,|,O
12810,628,TheDeAndreWay,O
12811,628,.,O
12812,628,com,O
12813,628,-,O
12814,628,The,O
12815,628,DeAndre,O
12816,628,Way,O
12817,628,in,O
12818,628,stores,O
12819,628,Nov,O
12820,628,2,O
12821,628,",",O
12822,628,2010,O
12823,628,souljaboytellem-iga.ning.com,O
12824,628,via,O
12825,628,@SouljaBoy,O
12826,628,!,O
12827,628,#Blessed,O
12829,629,#woot,O
12830,629,I'd,O
12831,629,like,O
12832,629,to,O
12833,629,buy,O
12834,629,this,O
12835,629,",",O
12836,629,but,O
12837,629,i,O
12838,629,have,O
12839,629,a,O
12840,629,hard,O
12841,629,time,O
12842,629,doing,O
12843,629,a,O
12844,629,sit,O
12845,629,up,O
12846,629,...,O
12848,630,RT,O
12849,630,@ItsTheTeenLife,O
12850,630,:,O
12851,630,The,O
12852,630,exact,O
12853,630,day,O
12854,630,that,O
12855,630,I,O
12856,630,wear,O
12857,630,shorts,O
12858,630,and,O
12859,630,a,O
12860,630,tee,O
12861,630,shirt,O
12862,630,everyone,O
12863,630,shows,O
12864,630,up,O
12865,630,wearing,O
12866,630,hoodies,O
12867,630,and,O
12868,630,jeans,O
12869,630,.,O
12870,630,-_-,O
12871,630,#ItsTheTeenLife,O
12873,631,RT,O
12874,631,@BieberPledge,O
12875,631,:,O
12876,631,When,O
12877,631,I,O
12878,631,Get,O
12879,631,Old,O
12880,631,",",O
12881,631,Imma,O
12882,631,Still,O
12883,631,Be,O
12884,631,Rockin,O
12885,631,Out,O
12886,631,To,O
12887,631,',O
12888,631,Baby'...Even,O
12889,631,If,O
12890,631,I,O
12891,631,Break,O
12892,631,A,O
12893,631,Hip,O
12894,631,;),O
12896,632,Stephen,B-person
12897,632,",",O
12898,632,the,O
12899,632,Intellectual,O
12900,632,.,O
12901,632,@bbhess,O
12902,632,I,O
12903,632,bet,O
12904,632,ppl,O
12905,632,that,O
12906,632,design,O
12907,632,book,O
12908,632,covers,O
12909,632,for,O
12910,632,a,O
12911,632,living,O
12912,632,hate,O
12913,632,when,O
12914,632,people,O
12915,632,say,O
12916,632,do,O
12917,632,n't,O
12918,632,judge,O
12919,632,a,O
12920,632,book,O
12921,632,by,O
12922,632,its,O
12923,632,cover,O
12925,633,Not,O
12926,633,feeling,O
12927,633,up,O
12928,633,to,O
12929,633,par,O
12930,633,today,O
12931,633,.,O
12932,633,#stressing,O
12934,634,Wanna,O
12935,634,see,O
12936,634,ya,O
12937,634,bro,O
12938,634,",",O
12939,634,I,O
12940,634,miss,O
12941,634,u,O
12942,634,U,O
12943,634,scared,O
12944,634,me,O
12945,634,to,O
12946,634,hell,O
12947,634,yesterday,O
12948,634,",",O
12949,634,cant,O
12950,634,live,O
12951,634,without,O
12952,634,u,O
12953,634,U,O
12954,634,'re,O
12955,634,more,O
12956,634,than,O
12957,634,a,O
12958,634,bro,O
12959,634,u,O
12960,634,'re,O
12961,634,Like,O
12962,634,my,O
12963,634,twin,O
12964,634,Need,O
12965,634,u,O
12966,634,",",O
12967,634,come,O
12968,634,home,O
12969,634,Luv,O
12970,634,u,O
12971,634,&lt;,O
12972,634,3,O
12974,635,Man,O
12975,635,i,O
12976,635,been,O
12977,635,eatin,O
12978,635,fastfood,O
12979,635,everyday,O
12980,635,im,O
12981,635,so,O
12982,635,glad,O
12983,635,my,O
12984,635,mommy,O
12985,635,cookin,O
12986,635,today,O
12987,635,...,O
12989,636,It,O
12990,636,might,O
12991,636,just,O
12992,636,be,O
12993,636,me,O
12994,636,but,O
12995,636,when,O
12996,636,males,O
12997,636,text,O
12998,636,"""",O
12999,636,K,O
13000,636,"""",O
13001,636,or,O
13002,636,cross,O
13003,636,there,O
13004,636,legs,O
13005,636,while,O
13006,636,sitting,O
13007,636,ai,O
13008,636,n't,O
13009,636,cool,O
13010,636,wit,O
13011,636,me,O
13012,636,.,O
13014,637,Have,O
13015,637,DJ,B-creative-work
13016,637,Got,I-creative-work
13017,637,Us,I-creative-work
13018,637,Fallin,I-creative-work
13019,637,in,I-creative-work
13020,637,Love,I-creative-work
13021,637,in,O
13022,637,my,O
13023,637,head,O
13024,637,.,O
13025,637,"""",O
13026,637,Cause,O
13027,637,baby,O
13028,637,tonight,O
13029,637,",",O
13030,637,The,O
13031,637,dj,O
13032,637,got,O
13033,637,us,O
13034,637,fallin,O
13035,637,in,O
13036,637,love,O
13037,637,again,O
13038,637,"""",O
13040,638,@_AsToldByBV,O
13041,638,well,O
13042,638,i,O
13043,638,wrote,O
13044,638,you,O
13045,638,like,O
13046,638,6,O
13047,638,times,O
13048,638,this,O
13049,638,week,O
13050,638,!,O
13051,638,urgh,O
13052,638,.,O
13053,638,RACHELLE,B-person
13054,638,im,O
13055,638,gonnauh,O
13056,638,kill,O
13057,638,YOU,O
13058,638,tonite,O
13059,638,!,O
13061,639,Before,O
13062,639,I,O
13063,639,proceed,O
13064,639,into,O
13065,639,the,O
13066,639,paradise,O
13067,639,",",O
13068,639,let,O
13069,639,'s,O
13070,639,not,O
13071,639,forget,O
13072,639,the,O
13073,639,Princess,B-creative-work
13074,639,Lover,I-creative-work
13075,639,OVA,I-creative-work
13076,639,1,I-creative-work
13077,639,teaser,O
13078,639,pic,O
13079,639,",",O
